,Unnamed: 0,video,audio,label,center,Prediction
1936,1936,speaker267_0001,speaker267_0001,0,16,0
1937,1937,speaker018_0015,speaker018_0012,0,88,0
1938,1938,speaker046_0000,speaker046_0006,0,38,0
1939,1939,speaker285_0007,speaker285_0005,0,44,0
1940,1940,speaker135_0001,speaker135_0001,0,13,0
1941,1941,speaker069_0001,speaker069_0002,0,80,0
1942,1942,speaker309_0001,speaker309_0001,1,10,1
1943,1943,speaker218_0004,speaker257_0009,0,13,0
1944,1944,speaker112_0001,speaker112_0000,0,36,0
1945,1945,speaker196_0000,speaker196_0000,1,30,1
1946,1946,speaker066_0013,speaker066_0013,0,33,0
1947,1947,speaker230_0005,speaker230_0005,1,61,1
1948,1948,speaker018_0000,speaker018_0000,0,7,0
1949,1949,speaker090_0000,speaker090_0000,1,4,1
1950,1950,speaker208_0016,speaker208_0016,0,64,0
1951,1951,speaker290_0001,speaker290_0001,0,34,0
1952,1952,speaker249_0000,speaker249_0000,1,41,1
1953,1953,speaker318_0000,speaker318_0000,1,93,1
1954,1954,speaker094_0016,speaker094_0016,1,18,1
1955,1955,speaker302_0002,speaker302_0004,0,51,0
1956,1956,speaker152_0005,speaker152_0005,1,34,1
1957,1957,speaker299_0006,speaker299_0005,0,40,0
1958,1958,speaker146_0001,speaker146_0001,0,39,0
1959,1959,speaker318_0000,speaker318_0000,1,15,0
1960,1960,speaker163_0001,speaker106_0004,0,3,0
1961,1961,speaker189_0004,speaker189_0004,1,20,1
1962,1962,speaker112_0000,speaker112_0000,0,11,0
1963,1963,speaker313_0005,speaker313_0005,1,34,1
1964,1964,speaker314_0007,speaker314_0007,0,107,0
1965,1965,speaker283_0000,speaker184_0003,0,76,0
1966,1966,speaker234_0006,speaker234_0006,1,53,1
1967,1967,speaker112_0000,speaker318_0000,0,117,0
1968,1968,speaker296_0003,speaker296_0003,1,15,1
1969,1969,speaker047_0022,speaker047_0023,0,13,0
1970,1970,speaker204_0000,speaker204_0000,1,6,1
1971,1971,speaker169_0002,speaker169_0002,0,60,0
1972,1972,speaker191_0009,speaker191_0009,0,97,0
1973,1973,speaker258_0011,speaker258_0011,1,117,1
1974,1974,speaker109_0001,speaker109_0001,1,6,1
1975,1975,speaker263_0001,speaker263_0001,1,22,1
1976,1976,speaker313_0001,speaker313_0001,1,48,1
1977,1977,speaker191_0034,speaker191_0034,0,45,0
1978,1978,speaker138_0023,speaker138_0023,1,58,1
1979,1979,speaker227_0001,speaker227_0001,1,39,1
1980,1980,speaker106_0001,speaker106_0000,0,58,0
1981,1981,speaker300_0001,speaker300_0001,0,50,0
1982,1982,speaker198_0000,speaker164_0005,0,12,0
1983,1983,speaker146_0000,speaker227_0003,0,1,0
1984,1984,speaker155_0005,speaker155_0005,1,136,1
1985,1985,speaker169_0002,speaker169_0003,0,65,0
1986,1986,speaker256_0000,speaker256_0000,1,79,1
1987,1987,speaker302_0001,speaker302_0001,1,49,1
1988,1988,speaker263_0001,speaker263_0000,0,8,0
1989,1989,speaker234_0042,speaker283_0004,0,34,0
1990,1990,speaker207_0002,speaker207_0003,0,83,0
1991,1991,speaker316_0001,speaker316_0001,1,66,1
1992,1992,speaker103_0006,speaker103_0004,0,43,0
1993,1993,speaker228_0001,speaker185_0006,0,17,0
1994,1994,speaker290_0000,speaker290_0000,1,7,1
1995,1995,speaker299_0004,speaker299_0001,0,87,0
1996,1996,speaker057_0028,speaker264_0003,0,41,0
1997,1997,speaker227_0002,speaker227_0000,0,26,0
1998,1998,speaker298_0004,speaker047_0020,0,53,0
1999,1999,speaker103_0006,speaker103_0006,1,34,1
2000,2000,speaker052_0006,speaker052_0006,1,8,1
2001,2001,speaker270_0002,speaker270_0002,1,82,1
2002,2002,speaker076_0004,speaker076_0004,1,42,0
2003,2003,speaker145_0001,speaker145_0001,1,29,1
2004,2004,speaker141_0005,speaker197_0004,0,34,0
2005,2005,speaker005_0029,speaker005_0019,0,34,0
2006,2006,speaker299_0000,speaker299_0000,1,35,0
2007,2007,speaker066_0015,speaker066_0005,0,43,0
2008,2008,speaker306_0000,speaker199_0005,0,153,0
2009,2009,speaker095_0000,speaker095_0000,1,50,1
2010,2010,speaker147_0002,speaker147_0002,1,55,1
2011,2011,speaker297_0000,speaker297_0000,1,47,1
2012,2012,speaker328_0002,speaker328_0005,0,23,0
2013,2013,speaker118_0000,speaker273_0006,0,30,0
2014,2014,speaker152_0004,speaker152_0006,0,14,0
2015,2015,speaker134_0005,speaker134_0005,1,17,1
2016,2016,speaker316_0006,speaker316_0007,0,113,0
2017,2017,speaker047_0012,speaker047_0012,1,62,1
2018,2018,speaker095_0000,speaker095_0000,1,63,1
2019,2019,speaker062_0000,speaker062_0000,1,130,1
2020,2020,speaker280_0002,speaker280_0002,0,62,0
2021,2021,speaker313_0009,speaker313_0009,1,163,1
2022,2022,speaker174_0000,speaker283_0002,0,59,0
2023,2023,speaker310_0003,speaker310_0003,1,5,1
2024,2024,speaker159_0000,speaker280_0002,0,15,0
2025,2025,speaker204_0001,speaker204_0001,1,2,1
2026,2026,speaker147_0001,speaker147_0001,1,39,1
2027,2027,speaker297_0000,speaker297_0008,0,57,0
2028,2028,speaker316_0010,speaker316_0010,0,3,0
2029,2029,speaker201_0014,speaker201_0007,0,19,0
2030,2030,speaker280_0002,speaker280_0002,1,86,1
2031,2031,speaker118_0000,speaker118_0000,0,20,0
2032,2032,speaker018_0012,speaker018_0008,0,118,0
2033,2033,speaker292_0003,speaker292_0013,0,101,0
2034,2034,speaker207_0001,speaker207_0001,1,123,1
2035,2035,speaker313_0008,speaker313_0008,1,14,1
2036,2036,speaker164_0006,speaker164_0006,1,18,1
2037,2037,speaker201_0011,speaker201_0011,1,75,1
2038,2038,speaker077_0003,speaker077_0003,0,41,0
2039,2039,speaker048_0036,speaker319_0001,0,24,0
2040,2040,speaker313_0002,speaker313_0002,1,2,1
2041,2041,speaker145_0000,speaker145_0000,1,127,1
2042,2042,speaker291_0001,speaker291_0000,0,136,0
2043,2043,speaker256_0003,speaker256_0003,1,48,1
2044,2044,speaker073_0000,speaker073_0000,0,69,0
2045,2045,speaker191_0001,speaker005_0022,0,121,0
2046,2046,speaker143_0009,speaker143_0009,1,39,1
2047,2047,speaker303_0000,speaker116_0000,0,18,0
2048,2048,speaker134_0001,speaker134_0001,1,20,1
2049,2049,speaker278_0001,speaker278_0000,0,10,0
2050,2050,speaker187_0000,speaker187_0000,0,5,0
2051,2051,speaker066_0011,speaker287_0002,0,159,0
2052,2052,speaker223_0039,speaker223_0039,1,91,1
2053,2053,speaker296_0005,speaker296_0005,1,84,1
2054,2054,speaker193_0004,speaker193_0004,1,18,1
2055,2055,speaker305_0002,speaker118_0000,0,44,0
2056,2056,speaker258_0017,speaker258_0017,1,52,0
2057,2057,speaker218_0008,speaker218_0008,1,31,1
2058,2058,speaker052_0020,speaker052_0025,0,17,0
2059,2059,speaker292_0011,speaker292_0011,0,0,0
2060,2060,speaker136_0000,speaker136_0001,0,30,0
2061,2061,speaker198_0004,speaker198_0004,1,24,1
2062,2062,speaker302_0001,speaker302_0001,1,30,1
2063,2063,speaker242_0002,speaker242_0002,1,47,1
2064,2064,speaker147_0000,speaker147_0000,0,26,0
2065,2065,speaker005_0003,speaker005_0003,1,3,1
2066,2066,speaker111_0003,speaker163_0006,0,91,0
2067,2067,speaker224_0003,speaker224_0003,1,52,1
2068,2068,speaker111_0002,speaker111_0002,0,97,0
2069,2069,speaker207_0002,speaker207_0002,1,69,1
2070,2070,speaker292_0013,speaker292_0013,1,41,1
2071,2071,speaker298_0000,speaker298_0000,1,87,0
2072,2072,speaker287_0003,speaker014_0010,0,72,0
2073,2073,speaker056_0020,speaker056_0020,0,25,0
2074,2074,speaker146_0001,speaker146_0002,0,18,0
2075,2075,speaker254_0002,speaker254_0002,1,68,1
2076,2076,speaker090_0000,speaker090_0000,0,132,0
2077,2077,speaker049_0065,speaker049_0065,1,10,1
2078,2078,speaker302_0004,speaker302_0004,0,55,0
2079,2079,speaker292_0013,speaker292_0013,1,83,1
2080,2080,speaker305_0002,speaker305_0002,1,76,1
2081,2081,speaker103_0001,speaker103_0004,0,9,0
2082,2082,speaker146_0002,speaker146_0002,1,28,1
2083,2083,speaker049_0017,speaker049_0017,0,0,0
2084,2084,speaker291_0001,speaker291_0001,0,52,0
2085,2085,speaker155_0001,speaker155_0001,1,28,1
2086,2086,speaker094_0008,speaker094_0004,0,48,0
2087,2087,speaker290_0001,speaker039_0004,0,34,0
2088,2088,speaker005_0018,speaker005_0018,1,24,1
2089,2089,speaker199_0005,speaker199_0003,0,23,0
2090,2090,speaker127_0000,speaker127_0000,1,102,1
2091,2091,speaker258_0001,speaker258_0001,0,98,0
2092,2092,speaker134_0003,speaker134_0003,1,63,1
2093,2093,speaker006_0015,speaker006_0015,1,162,1
2094,2094,speaker188_0007,speaker188_0007,1,127,1
2095,2095,speaker227_0003,speaker227_0003,1,6,1
2096,2096,speaker309_0001,speaker309_0005,0,57,0
2097,2097,speaker006_0014,speaker006_0014,1,79,1
2098,2098,speaker205_0000,speaker205_0002,0,47,0
2099,2099,speaker278_0000,speaker278_0000,1,38,1
2100,2100,speaker069_0000,speaker069_0000,1,64,0
2101,2101,speaker116_0000,speaker116_0000,1,14,1
2102,2102,speaker144_0000,speaker144_0000,1,101,1
2103,2103,speaker134_0001,speaker134_0001,1,21,1
2104,2104,speaker118_0000,speaker118_0000,1,15,1
2105,2105,speaker314_0011,speaker314_0011,1,70,1
2106,2106,speaker144_0002,speaker144_0000,0,42,0
2107,2107,speaker095_0000,speaker095_0000,1,139,1
2108,2108,speaker300_0001,speaker300_0001,1,13,1
2109,2109,speaker285_0001,speaker285_0001,1,91,1
2110,2110,speaker110_0000,speaker110_0000,0,41,0
2111,2111,speaker212_0025,speaker212_0025,1,108,1
2112,2112,speaker274_0002,speaker040_0007,0,111,0
2113,2113,speaker046_0000,speaker282_0015,0,37,0
2114,2114,speaker076_0004,speaker076_0004,0,81,0
2115,2115,speaker297_0008,speaker297_0008,1,54,0
2116,2116,speaker232_0001,speaker232_0001,1,37,1
2117,2117,speaker232_0001,speaker232_0001,1,10,1
2118,2118,speaker218_0000,speaker218_0000,0,85,0
2119,2119,speaker109_0001,speaker109_0001,1,40,1
2120,2120,speaker166_0003,speaker282_0006,0,18,0
2121,2121,speaker313_0006,speaker313_0007,0,49,0
2122,2122,speaker073_0000,speaker073_0000,1,3,1
2123,2123,speaker141_0000,speaker141_0000,0,60,0
2124,2124,speaker048_0041,speaker048_0041,1,89,1
2125,2125,speaker283_0000,speaker283_0000,1,23,1
2126,2126,speaker188_0000,speaker188_0000,1,48,1
2127,2127,speaker155_0000,speaker168_0000,0,9,0
2128,2128,speaker146_0002,speaker146_0002,0,91,0
2129,2129,speaker112_0001,speaker112_0000,0,0,0
2130,2130,speaker273_0005,speaker052_0010,0,202,0
2131,2131,speaker314_0005,speaker328_0002,0,84,0
2132,2132,speaker319_0002,speaker319_0002,0,67,0
2133,2133,speaker048_0031,speaker048_0031,1,50,1
2134,2134,speaker280_0000,speaker280_0000,1,26,1
2135,2135,speaker077_0001,speaker077_0001,1,66,1
2136,2136,speaker306_0003,speaker306_0000,0,9,0
2137,2137,speaker274_0016,speaker306_0002,0,41,0
2138,2138,speaker205_0000,speaker205_0000,1,66,1
2139,2139,speaker127_0004,speaker127_0004,1,23,1
2140,2140,speaker247_0001,speaker090_0000,0,57,0
2141,2141,speaker297_0000,speaker310_0008,0,126,0
2142,2142,speaker306_0000,speaker306_0000,0,75,0
2143,2143,speaker319_0002,speaker319_0002,0,143,0
2144,2144,speaker280_0002,speaker280_0000,0,105,0
2145,2145,speaker006_0022,speaker006_0022,1,54,1
2146,2146,speaker291_0000,speaker291_0000,1,178,1
2147,2147,speaker106_0000,speaker106_0000,1,176,1
2148,2148,speaker282_0009,speaker282_0014,0,178,0
2149,2149,speaker232_0001,speaker235_0000,0,17,0
2150,2150,speaker014_0003,speaker014_0003,1,128,1
2151,2151,speaker135_0000,speaker069_0002,0,92,0
2152,2152,speaker056_0012,speaker056_0016,0,3,0
2153,2153,speaker112_0001,speaker112_0001,0,24,0
2154,2154,speaker057_0022,speaker057_0022,1,48,1
2155,2155,speaker319_0001,speaker319_0001,1,48,1
2156,2156,speaker302_0003,speaker302_0003,1,128,1
2157,2157,speaker102_0001,speaker102_0001,1,64,1
2158,2158,speaker057_0001,speaker057_0001,1,27,1
2159,2159,speaker224_0031,speaker224_0031,1,78,1
2160,2160,speaker028_0005,speaker028_0007,0,3,0
2161,2161,speaker296_0003,speaker296_0003,1,72,1
2162,2162,speaker014_0001,speaker014_0015,0,114,0
2163,2163,speaker048_0019,speaker048_0019,1,3,1
2164,2164,speaker152_0003,speaker152_0007,0,57,0
2165,2165,speaker262_0000,speaker262_0000,1,30,0
2166,2166,speaker267_0000,speaker267_0000,1,28,0
2167,2167,speaker303_0001,speaker303_0001,1,46,1
2168,2168,speaker127_0002,speaker127_0002,1,8,1
2169,2169,speaker210_0000,speaker112_0001,0,116,0
2170,2170,speaker004_0049,speaker282_0003,0,40,0
2171,2171,speaker102_0000,speaker102_0000,1,15,1
2172,2172,speaker146_0000,speaker146_0000,0,12,0
2173,2173,speaker300_0000,speaker300_0000,1,77,1
2174,2174,speaker048_0001,speaker048_0004,0,58,0
2175,2175,speaker198_0001,speaker071_0001,0,21,0
2176,2176,speaker077_0003,speaker077_0003,1,72,1
2177,2177,speaker046_0000,speaker046_0000,1,33,1
2178,2178,speaker062_0004,speaker062_0004,1,21,1
2179,2179,speaker164_0006,speaker164_0006,0,1,0
2180,2180,speaker291_0002,speaker210_0001,0,67,0
2181,2181,speaker257_0005,speaker257_0005,1,35,1
2182,2182,speaker227_0003,speaker227_0003,1,38,1
2183,2183,speaker208_0001,speaker208_0001,0,14,0
2184,2184,speaker292_0016,speaker292_0016,1,113,1
2185,2185,speaker313_0009,speaker309_0002,0,21,0
2186,2186,speaker278_0000,speaker278_0000,1,41,1
2187,2187,speaker046_0004,speaker046_0006,0,31,0
2188,2188,speaker205_0002,speaker205_0002,1,7,1
2189,2189,speaker136_0001,speaker136_0001,1,7,1
2190,2190,speaker306_0002,speaker306_0000,0,115,0
2191,2191,speaker234_0021,speaker234_0024,0,51,0
2192,2192,speaker056_0019,speaker056_0019,0,58,0
2193,2193,speaker254_0005,speaker254_0005,1,2,1
2194,2194,speaker116_0000,speaker116_0000,1,17,1
2195,2195,speaker152_0010,speaker152_0010,0,117,0
2196,2196,speaker018_0009,speaker018_0009,0,4,0
2197,2197,speaker302_0003,speaker302_0002,0,64,0
2198,2198,speaker055_0033,speaker055_0033,1,10,1
2199,2199,speaker049_0034,speaker049_0034,1,21,1
2200,2200,speaker261_0000,speaker261_0000,1,2,1
2201,2201,speaker056_0004,speaker201_0010,0,300,0
2202,2202,speaker159_0000,speaker159_0000,1,13,1
2203,2203,speaker196_0001,speaker196_0001,1,31,1
2204,2204,speaker143_0011,speaker143_0011,0,14,0
2205,2205,speaker212_0015,speaker212_0015,1,28,1
2206,2206,speaker039_0005,speaker039_0005,1,0,1
2207,2207,speaker295_0002,speaker295_0000,0,28,0
2208,2208,speaker134_0002,speaker134_0005,0,12,0
2209,2209,speaker311_0000,speaker311_0000,0,99,0
2210,2210,speaker028_0005,speaker028_0005,1,63,1
2211,2211,speaker230_0005,speaker230_0005,1,47,1
2212,2212,speaker094_0015,speaker094_0015,1,0,1
2213,2213,speaker188_0002,speaker188_0002,0,101,0
2214,2214,speaker148_0000,speaker302_0000,0,47,0
2215,2215,speaker224_0006,speaker224_0019,0,53,0
2216,2216,speaker046_0006,speaker046_0006,0,14,0
2217,2217,speaker094_0001,speaker094_0001,1,57,0
2218,2218,speaker068_0006,speaker068_0006,1,57,1
2219,2219,speaker018_0000,speaker018_0000,0,4,0
2220,2220,speaker152_0006,speaker152_0004,0,14,0
2221,2221,speaker155_0005,speaker155_0003,0,103,0
2222,2222,speaker210_0000,speaker210_0000,1,43,1
2223,2223,speaker169_0004,speaker169_0003,0,64,0
2224,2224,speaker280_0001,speaker280_0001,1,110,0
2225,2225,speaker185_0007,speaker185_0007,1,44,1
2226,2226,speaker095_0000,speaker095_0000,0,82,0
2227,2227,speaker193_0003,speaker073_0000,0,41,0
2228,2228,speaker111_0005,speaker282_0006,0,12,0
2229,2229,speaker039_0002,speaker039_0002,1,6,1
2230,2230,speaker268_0002,speaker268_0002,1,14,1
2231,2231,speaker092_0000,speaker092_0000,0,7,0
2232,2232,speaker126_0001,speaker126_0001,1,14,1
2233,2233,speaker291_0000,speaker257_0005,0,209,0
2234,2234,speaker056_0003,speaker319_0000,0,41,0
2235,2235,speaker297_0007,speaker297_0007,1,24,1
2236,2236,speaker328_0001,speaker328_0004,0,26,0
2237,2237,speaker145_0003,speaker145_0003,1,7,1
2238,2238,speaker278_0001,speaker278_0001,0,15,0
2239,2239,speaker148_0001,speaker148_0000,0,76,0
2240,2240,speaker313_0009,speaker313_0009,1,104,1
2241,2241,speaker146_0002,speaker146_0001,0,87,0
2242,2242,speaker311_0000,speaker311_0001,0,106,0
2243,2243,speaker055_0016,speaker055_0016,1,54,1
2244,2244,speaker166_0010,speaker166_0010,1,142,0
2245,2245,speaker199_0006,speaker199_0001,0,63,0
2246,2246,speaker149_0000,speaker149_0000,1,11,1
2247,2247,speaker267_0001,speaker267_0001,0,29,0
2248,2248,speaker328_0002,speaker328_0002,1,21,1
2249,2249,speaker103_0000,speaker103_0000,1,71,1
2250,2250,speaker201_0011,speaker256_0002,0,65,0
2251,2251,speaker155_0002,speaker055_0045,0,92,0
2252,2252,speaker272_0000,speaker064_0001,0,116,1
2253,2253,speaker039_0007,speaker039_0007,0,20,0
2254,2254,speaker242_0000,speaker242_0000,1,49,1
2255,2255,speaker232_0002,speaker232_0002,0,23,0
2256,2256,speaker263_0001,speaker263_0001,1,26,1
2257,2257,speaker164_0003,speaker164_0003,1,0,1
2258,2258,speaker314_0006,speaker159_0000,0,23,0
2259,2259,speaker205_0000,speaker205_0000,1,2,1
2260,2260,speaker321_0003,speaker321_0002,0,39,0
2261,2261,speaker147_0001,speaker147_0001,1,0,1
2262,2262,speaker196_0000,speaker196_0000,0,25,0
2263,2263,speaker309_0002,speaker309_0002,0,63,0
2264,2264,speaker168_0001,speaker048_0029,0,21,0
2265,2265,speaker292_0001,speaker292_0000,0,43,0
2266,2266,speaker056_0014,speaker056_0012,0,61,0
2267,2267,speaker196_0000,speaker196_0000,0,36,0
2268,2268,speaker146_0000,speaker227_0002,0,18,0
2269,2269,speaker064_0001,speaker064_0001,1,11,1
2270,2270,speaker102_0000,speaker102_0000,1,43,1
2271,2271,speaker258_0010,speaker258_0010,0,16,0
2272,2272,speaker196_0000,speaker196_0000,1,39,1
2273,2273,speaker218_0008,speaker218_0008,1,11,1
2274,2274,speaker106_0004,speaker106_0004,1,40,1
2275,2275,speaker287_0002,speaker287_0002,0,102,0
2276,2276,speaker028_0003,speaker028_0003,1,30,1
2277,2277,speaker270_0008,speaker270_0008,1,21,1
2278,2278,speaker135_0001,speaker135_0001,1,7,1
2279,2279,speaker305_0002,speaker305_0002,1,82,1
2280,2280,speaker282_0000,speaker282_0000,1,67,1
2281,2281,speaker102_0001,speaker102_0001,1,0,1
2282,2282,speaker106_0004,speaker106_0004,0,44,0
2283,2283,speaker148_0001,speaker148_0001,0,18,0
2284,2284,speaker306_0000,speaker306_0000,0,31,0
2285,2285,speaker061_0024,speaker061_0024,1,15,1
2286,2286,speaker298_0001,speaker298_0001,1,19,1
2287,2287,speaker047_0021,speaker254_0003,0,60,0
2288,2288,speaker004_0012,speaker004_0012,1,114,1
2289,2289,speaker169_0002,speaker169_0001,0,16,0
2290,2290,speaker014_0000,speaker080_0000,0,20,0
2291,2291,speaker249_0000,speaker249_0000,1,16,1
2292,2292,speaker285_0002,speaker285_0002,0,66,0
2293,2293,speaker095_0000,speaker095_0000,1,123,1
2294,2294,speaker283_0000,speaker283_0000,0,87,0
2295,2295,speaker196_0000,speaker196_0000,1,42,1
2296,2296,speaker127_0002,speaker127_0002,1,38,1
2297,2297,speaker141_0002,speaker141_0002,1,18,1
2298,2298,speaker296_0003,speaker296_0003,1,85,1
2299,2299,speaker189_0001,speaker189_0001,1,9,1
2300,2300,speaker052_0003,speaker052_0003,0,19,0
2301,2301,speaker145_0008,speaker145_0008,1,37,1
2302,2302,speaker040_0001,speaker040_0001,1,83,1
2303,2303,speaker261_0000,speaker057_0029,0,23,0
2304,2304,speaker116_0000,speaker116_0000,1,36,1
2305,2305,speaker134_0001,speaker134_0001,0,63,0
2306,2306,speaker199_0006,speaker139_0007,0,12,0
2307,2307,speaker184_0001,speaker184_0001,1,27,1
2308,2308,speaker106_0003,speaker106_0003,0,42,0
2309,2309,speaker138_0018,speaker138_0014,0,37,0
2310,2310,speaker223_0013,speaker223_0013,1,100,1
2311,2311,speaker218_0007,speaker090_0000,0,49,0
2312,2312,speaker318_0001,speaker318_0001,1,6,1
2313,2313,speaker028_0017,speaker028_0017,1,45,1
2314,2314,speaker280_0000,speaker280_0000,1,8,1
2315,2315,speaker310_0007,speaker205_0001,0,52,0
2316,2316,speaker174_0012,speaker174_0012,1,34,1
2317,2317,speaker262_0000,speaker228_0001,0,30,0
2318,2318,speaker267_0001,speaker267_0001,1,48,1
2319,2319,speaker166_0018,speaker166_0018,0,134,0
2320,2320,speaker285_0004,speaker285_0004,1,52,0
2321,2321,speaker193_0004,speaker193_0004,1,14,1
2322,2322,speaker242_0001,speaker242_0001,1,90,1
2323,2323,speaker193_0002,speaker193_0000,0,34,0
2324,2324,speaker152_0011,speaker152_0008,0,37,0
2325,2325,speaker199_0005,speaker199_0005,1,59,1
2326,2326,speaker283_0001,speaker283_0001,1,125,1
2327,2327,speaker077_0000,speaker077_0004,0,127,0
2328,2328,speaker210_0002,speaker268_0002,0,40,0
2329,2329,speaker076_0003,speaker076_0003,1,110,1
2330,2330,speaker302_0002,speaker302_0004,0,7,0
2331,2331,speaker228_0001,speaker228_0001,0,57,0
2332,2332,speaker314_0005,speaker314_0005,0,93,0
2333,2333,speaker056_0016,speaker028_0013,0,10,0
2334,2334,speaker258_0019,speaker230_0005,0,32,0
2335,2335,speaker263_0001,speaker263_0001,1,8,1
2336,2336,speaker056_0019,speaker056_0019,1,78,1
2337,2337,speaker049_0000,speaker224_0000,0,46,0
2338,2338,speaker280_0002,speaker280_0002,1,65,1
2339,2339,speaker198_0003,speaker164_0004,0,19,0
2340,2340,speaker048_0011,speaker048_0011,1,21,1
2341,2341,speaker049_0073,speaker049_0073,0,46,0
2342,2342,speaker256_0002,speaker256_0002,1,6,1
2343,2343,speaker299_0005,speaker299_0005,1,99,1
2344,2344,speaker139_0008,speaker139_0008,0,11,0
2345,2345,speaker196_0000,speaker196_0000,1,12,1
2346,2346,speaker102_0000,speaker102_0001,0,70,0
2347,2347,speaker319_0002,speaker077_0005,0,153,0
2348,2348,speaker069_0003,speaker069_0003,1,30,1
2349,2349,speaker134_0002,speaker134_0002,0,9,0
2350,2350,speaker191_0031,speaker191_0031,1,135,1
2351,2351,speaker199_0004,speaker199_0004,1,34,1
2352,2352,speaker028_0007,speaker028_0007,0,8,0
2353,2353,speaker077_0006,speaker077_0006,1,39,1
2354,2354,speaker184_0003,speaker113_0000,0,38,0
2355,2355,speaker191_0019,speaker191_0019,0,110,0
2356,2356,speaker185_0002,speaker185_0002,1,8,1
2357,2357,speaker218_0007,speaker218_0007,0,36,0
2358,2358,speaker199_0006,speaker199_0003,0,35,0
2359,2359,speaker218_0007,speaker287_0002,0,40,0
2360,2360,speaker155_0003,speaker155_0001,0,19,0
2361,2361,speaker273_0007,speaker272_0001,0,5,0
2362,2362,speaker207_0002,speaker207_0002,1,48,1
2363,2363,speaker014_0008,speaker014_0008,1,40,1
2364,2364,speaker094_0007,speaker094_0007,0,51,0
2365,2365,speaker169_0005,speaker169_0001,0,2,0
2366,2366,speaker040_0007,speaker040_0007,1,188,1
2367,2367,speaker064_0001,speaker064_0001,1,9,1
2368,2368,speaker092_0001,speaker138_0011,0,60,0
2369,2369,speaker313_0004,speaker313_0008,0,133,0
2370,2370,speaker273_0005,speaker273_0007,0,41,0
2371,2371,speaker004_0033,speaker004_0012,0,63,0
2372,2372,speaker016_0006,speaker016_0006,1,21,1
2373,2373,speaker095_0000,speaker095_0000,1,31,1
2374,2374,speaker014_0015,speaker014_0015,0,62,0
2375,2375,speaker080_0000,speaker080_0000,0,8,0
2376,2376,speaker314_0001,speaker314_0001,1,168,1
2377,2377,speaker004_0028,speaker004_0020,0,5,0
2378,2378,speaker205_0000,speaker205_0001,0,77,0
2379,2379,speaker166_0012,speaker166_0012,1,109,0
2380,2380,speaker228_0001,speaker247_0003,0,87,0
2381,2381,speaker187_0000,speaker187_0000,1,13,1
2382,2382,speaker210_0001,speaker210_0000,0,87,0
2383,2383,speaker280_0001,speaker148_0000,0,145,0
2384,2384,speaker064_0001,speaker234_0017,0,3,0
2385,2385,speaker184_0014,speaker184_0014,1,33,1
2386,2386,speaker187_0000,speaker187_0000,1,9,1
2387,2387,speaker302_0000,speaker302_0003,0,2,0
2388,2388,speaker164_0006,speaker164_0006,1,12,1
2389,2389,speaker306_0002,speaker263_0000,0,149,0
2390,2390,speaker303_0005,speaker303_0005,1,100,1
2391,2391,speaker300_0001,speaker300_0000,0,47,0
2392,2392,speaker188_0000,speaker188_0004,0,45,0
2393,2393,speaker249_0000,speaker249_0000,1,1,1
2394,2394,speaker148_0000,speaker148_0001,0,7,0
2395,2395,speaker287_0003,speaker223_0036,0,59,0
2396,2396,speaker247_0011,speaker247_0001,0,9,0
2397,2397,speaker094_0010,speaker227_0003,0,9,0
2398,2398,speaker006_0004,speaker006_0018,0,19,0
2399,2399,speaker005_0020,speaker005_0017,0,26,0
2400,2400,speaker018_0020,speaker018_0019,0,10,0
2401,2401,speaker272_0001,speaker278_0000,0,4,0
2402,2402,speaker069_0000,speaker069_0003,0,58,0
2403,2403,speaker068_0005,speaker068_0005,1,71,1
2404,2404,speaker090_0000,speaker090_0000,1,7,1
2405,2405,speaker136_0000,speaker136_0000,0,16,0
2406,2406,speaker055_0046,speaker055_0046,1,31,1
2407,2407,speaker152_0002,speaker152_0003,0,10,0
2408,2408,speaker138_0022,speaker138_0022,1,77,1
2409,2409,speaker197_0006,speaker066_0013,0,39,0
2410,2410,speaker299_0004,speaker299_0002,0,73,0
2411,2411,speaker110_0000,speaker110_0000,0,9,0
2412,2412,speaker280_0001,speaker280_0001,0,117,0
2413,2413,speaker152_0008,speaker309_0004,0,6,0
2414,2414,speaker314_0005,speaker314_0007,0,62,0
2415,2415,speaker274_0015,speaker274_0015,1,134,1
2416,2416,speaker218_0008,speaker218_0007,0,10,0
2417,2417,speaker234_0034,speaker234_0034,1,57,1
2418,2418,speaker227_0001,speaker227_0001,1,50,1
2419,2419,speaker071_0001,speaker071_0001,1,70,1
2420,2420,speaker278_0000,speaker278_0000,1,26,1
2421,2421,speaker145_0003,speaker145_0003,1,115,1
2422,2422,speaker111_0004,speaker111_0004,1,21,1
2423,2423,speaker205_0000,speaker205_0000,0,40,0
2424,2424,speaker278_0000,speaker278_0000,1,21,1
2425,2425,speaker235_0000,speaker235_0000,0,12,0
2426,2426,speaker066_0003,speaker066_0003,0,12,0
2427,2427,speaker139_0004,speaker139_0004,0,18,0
2428,2428,speaker006_0004,speaker006_0006,0,30,0
2429,2429,speaker319_0000,speaker319_0001,0,282,0
2430,2430,speaker073_0000,speaker073_0000,1,122,1
2431,2431,speaker258_0007,speaker062_0003,0,57,0
2432,2432,speaker169_0002,speaker169_0003,0,10,0
2433,2433,speaker057_0029,speaker057_0029,1,87,1
2434,2434,speaker264_0001,speaker264_0001,1,25,1
