,uid,video,audio,label,center,pred,posScore
2083,2083,speaker049_0017,speaker049_0017,0,0,0,0.99970467243
2084,2084,speaker291_0001,speaker291_0001,0,52,1,0.08385679999999995
2085,2085,speaker155_0001,speaker155_0001,1,28,1,0.9492652
2086,2086,speaker094_0008,speaker094_0004,0,48,0,0.6427276
2087,2087,speaker290_0001,speaker039_0004,0,34,0,0.71640876
2088,2088,speaker005_0018,speaker005_0018,1,24,0,0.22407244
2089,2089,speaker199_0005,speaker199_0003,0,23,0,0.9989717839
2090,2090,speaker127_0000,speaker127_0000,1,102,1,0.9872076
2091,2091,speaker258_0001,speaker258_0001,0,98,0,0.7087113
2092,2092,speaker134_0003,speaker134_0003,1,63,1,0.99131304
2093,2093,speaker006_0015,speaker006_0015,1,162,1,0.9802704
2094,2094,speaker188_0007,speaker188_0007,1,127,1,0.94280314
2095,2095,speaker227_0003,speaker227_0003,1,6,1,0.92187846
2096,2096,speaker309_0001,speaker309_0005,0,57,0,0.93884553
2097,2097,speaker006_0014,speaker006_0014,1,79,1,0.7108972
2098,2098,speaker205_0000,speaker205_0002,0,47,0,0.9988593919
2099,2099,speaker278_0000,speaker278_0000,1,38,1,0.9141427
2100,2100,speaker069_0000,speaker069_0000,1,64,1,0.784443
2101,2101,speaker116_0000,speaker116_0000,1,14,1,0.90668553
2102,2102,speaker144_0000,speaker144_0000,1,101,1,0.8404234
2103,2103,speaker134_0001,speaker134_0001,1,21,1,0.629455
2104,2104,speaker118_0000,speaker118_0000,1,15,1,0.63925976
2105,2105,speaker314_0011,speaker314_0011,1,70,0,0.21124154
2106,2106,speaker144_0002,speaker144_0000,0,42,0,0.5387705
2107,2107,speaker095_0000,speaker095_0000,1,139,1,0.9857672
2108,2108,speaker300_0001,speaker300_0001,1,13,1,0.7478443
2109,2109,speaker285_0001,speaker285_0001,1,91,1,0.98059857
2110,2110,speaker110_0000,speaker110_0000,0,41,0,0.887925126
2111,2111,speaker212_0025,speaker212_0025,1,108,0,0.26850677
2112,2112,speaker274_0002,speaker040_0007,0,111,0,0.9924917645
2113,2113,speaker046_0000,speaker282_0015,0,37,0,0.9993403164
2114,2114,speaker076_0004,speaker076_0004,0,81,0,0.8431548600000001
2115,2115,speaker297_0008,speaker297_0008,1,54,0,0.4075292
2116,2116,speaker232_0001,speaker232_0001,1,37,1,0.91668004
2117,2117,speaker232_0001,speaker232_0001,1,10,1,0.8573961
2118,2118,speaker218_0000,speaker218_0000,0,85,0,0.9983899299
2119,2119,speaker109_0001,speaker109_0001,1,40,1,0.9870558
2120,2120,speaker166_0003,speaker282_0006,0,18,0,0.81202842
2121,2121,speaker313_0006,speaker313_0007,0,49,0,0.9982492196
2122,2122,speaker073_0000,speaker073_0000,1,3,1,0.9866005
2123,2123,speaker141_0000,speaker141_0000,0,60,0,0.95659504
2124,2124,speaker048_0041,speaker048_0041,1,89,0,0.49127266
2125,2125,speaker283_0000,speaker283_0000,1,23,1,0.8853805
2126,2126,speaker188_0000,speaker188_0000,1,48,1,0.9730032
2127,2127,speaker155_0000,speaker168_0000,0,9,0,0.9993971244
2128,2128,speaker146_0002,speaker146_0002,0,91,0,0.7063351600000001
2129,2129,speaker112_0001,speaker112_0000,0,0,0,0.9994471012
2130,2130,speaker273_0005,speaker052_0010,0,202,0,0.9990099979
2131,2131,speaker314_0005,speaker328_0002,0,84,0,0.83861898
2132,2132,speaker319_0002,speaker319_0002,0,67,0,0.984996546
2133,2133,speaker048_0031,speaker048_0031,1,50,1,0.9928451
2134,2134,speaker280_0000,speaker280_0000,1,26,0,0.0074055074
2135,2135,speaker077_0001,speaker077_0001,1,66,1,0.7885579
2136,2136,speaker306_0003,speaker306_0000,0,9,0,0.60544777
2137,2137,speaker274_0016,speaker306_0002,0,41,0,0.9990165471
2138,2138,speaker205_0000,speaker205_0000,1,66,1,0.8192277
2139,2139,speaker127_0004,speaker127_0004,1,23,1,0.99132395
2140,2140,speaker247_0001,speaker090_0000,0,57,0,0.9992092472
2141,2141,speaker297_0000,speaker310_0008,0,126,0,0.931502014
2142,2142,speaker306_0000,speaker306_0000,0,75,0,0.92828751
2143,2143,speaker319_0002,speaker319_0002,0,143,1,0.46670330000000004
2144,2144,speaker280_0002,speaker280_0000,0,105,1,0.10063840000000002
2145,2145,speaker006_0022,speaker006_0022,1,54,1,0.9036535
2146,2146,speaker291_0000,speaker291_0000,1,178,1,0.92231864
2147,2147,speaker106_0000,speaker106_0000,1,176,0,0.45216405
2148,2148,speaker282_0009,speaker282_0014,0,178,0,0.9987388616
2149,2149,speaker232_0001,speaker235_0000,0,17,1,0.44970756999999995
2150,2150,speaker014_0003,speaker014_0003,1,128,0,0.2481618
2151,2151,speaker135_0000,speaker069_0002,0,92,1,0.3426226
2152,2152,speaker056_0012,speaker056_0016,0,3,1,0.05068605999999998
2153,2153,speaker112_0001,speaker112_0001,0,24,0,0.61791056
2154,2154,speaker057_0022,speaker057_0022,1,48,1,0.9909125
2155,2155,speaker319_0001,speaker319_0001,1,48,1,0.6979148
2156,2156,speaker302_0003,speaker302_0003,1,128,1,0.9842121
2157,2157,speaker102_0001,speaker102_0001,1,64,1,0.8959496
2158,2158,speaker057_0001,speaker057_0001,1,27,0,0.4388727
2159,2159,speaker224_0031,speaker224_0031,1,78,1,0.9357903
2160,2160,speaker028_0005,speaker028_0007,0,3,0,0.999281468
2161,2161,speaker296_0003,speaker296_0003,1,72,1,0.5310834
2162,2162,speaker014_0001,speaker014_0015,0,114,0,0.8347958600000001
2163,2163,speaker048_0019,speaker048_0019,1,3,1,0.98318326
2164,2164,speaker152_0003,speaker152_0007,0,57,0,0.9987726293
2165,2165,speaker262_0000,speaker262_0000,1,30,0,0.24688381
2166,2166,speaker267_0000,speaker267_0000,1,28,1,0.96714246
2167,2167,speaker303_0001,speaker303_0001,1,46,1,0.9667374
2168,2168,speaker127_0002,speaker127_0002,1,8,1,0.9951479
2169,2169,speaker210_0000,speaker112_0001,0,116,0,0.9995055421
2170,2170,speaker004_0049,speaker282_0003,0,40,1,0.39622670000000004
2171,2171,speaker102_0000,speaker102_0000,1,15,1,0.54927075
2172,2172,speaker146_0000,speaker146_0000,0,12,0,0.9984703255
2173,2173,speaker300_0000,speaker300_0000,1,77,1,0.8319463
2174,2174,speaker048_0001,speaker048_0004,0,58,1,0.14357876999999997
2175,2175,speaker198_0001,speaker071_0001,0,21,0,0.99932250846
2176,2176,speaker077_0003,speaker077_0003,1,72,1,0.52326274
2177,2177,speaker046_0000,speaker046_0000,1,33,1,0.9873775
2178,2178,speaker062_0004,speaker062_0004,1,21,1,0.7649551
2179,2179,speaker164_0006,speaker164_0006,0,1,0,0.9994963261
2180,2180,speaker291_0002,speaker210_0001,0,67,0,0.999195002
2181,2181,speaker257_0005,speaker257_0005,1,35,0,0.061849926
2182,2182,speaker227_0003,speaker227_0003,1,38,1,0.8727953
2183,2183,speaker208_0001,speaker208_0001,0,14,1,0.46696079999999995
2184,2184,speaker292_0016,speaker292_0016,1,113,1,0.953387
2185,2185,speaker313_0009,speaker309_0002,0,21,0,0.58707568
2186,2186,speaker278_0000,speaker278_0000,1,41,1,0.895104
2187,2187,speaker046_0004,speaker046_0006,0,31,0,0.6104045499999999
2188,2188,speaker205_0002,speaker205_0002,1,7,1,0.9887407
2189,2189,speaker136_0001,speaker136_0001,1,7,1,0.99536645
2190,2190,speaker306_0002,speaker306_0000,0,115,0,0.82761241
2191,2191,speaker234_0021,speaker234_0024,0,51,0,0.9994028902
2192,2192,speaker056_0019,speaker056_0019,0,58,0,0.929044165
2193,2193,speaker254_0005,speaker254_0005,1,2,1,0.98856455
2194,2194,speaker116_0000,speaker116_0000,1,17,1,0.95277643
2195,2195,speaker152_0010,speaker152_0010,0,117,1,0.05886950000000002
2196,2196,speaker018_0009,speaker018_0009,0,4,0,0.99939098617
2197,2197,speaker302_0003,speaker302_0002,0,64,0,0.89500778
2198,2198,speaker055_0033,speaker055_0033,1,10,0,0.21665178
2199,2199,speaker049_0034,speaker049_0034,1,21,1,0.5419397
2200,2200,speaker261_0000,speaker261_0000,1,2,1,0.9439496
2201,2201,speaker056_0004,speaker201_0010,0,300,0,0.9945843383
2202,2202,speaker159_0000,speaker159_0000,1,13,1,0.8408347
2203,2203,speaker196_0001,speaker196_0001,1,31,1,0.60633624
2204,2204,speaker143_0011,speaker143_0011,0,14,0,0.9951719423
2205,2205,speaker212_0015,speaker212_0015,1,28,1,0.9645157
2206,2206,speaker039_0005,speaker039_0005,1,0,1,0.9803723
2207,2207,speaker295_0002,speaker295_0000,0,28,0,0.989137006
2208,2208,speaker134_0002,speaker134_0005,0,12,0,0.998298069
2209,2209,speaker311_0000,speaker311_0000,0,99,0,0.89797981
2210,2210,speaker028_0005,speaker028_0005,1,63,1,0.96704876
2211,2211,speaker230_0005,speaker230_0005,1,47,1,0.9192352
2212,2212,speaker094_0015,speaker094_0015,1,0,1,0.98344505
2213,2213,speaker188_0002,speaker188_0002,0,101,0,0.895391576
2214,2214,speaker148_0000,speaker302_0000,0,47,1,0.19742053999999998
2215,2215,speaker224_0006,speaker224_0019,0,53,0,0.61150154
2216,2216,speaker046_0006,speaker046_0006,0,14,1,0.2769363
2217,2217,speaker094_0001,speaker094_0001,1,57,0,0.0462862
2218,2218,speaker068_0006,speaker068_0006,1,57,1,0.7070076
2219,2219,speaker018_0000,speaker018_0000,0,4,0,0.99941167975
2220,2220,speaker152_0006,speaker152_0004,0,14,0,0.9982772822
2221,2221,speaker155_0005,speaker155_0003,0,103,0,0.89875696
2222,2222,speaker210_0000,speaker210_0000,1,43,0,0.27185756
2223,2223,speaker169_0004,speaker169_0003,0,64,0,0.83541346
2224,2224,speaker280_0001,speaker280_0001,1,110,0,0.27147844
2225,2225,speaker185_0007,speaker185_0007,1,44,1,0.98990405
2226,2226,speaker095_0000,speaker095_0000,0,82,0,0.72004932
2227,2227,speaker193_0003,speaker073_0000,0,41,0,0.9979594934
2228,2228,speaker111_0005,speaker282_0006,0,12,0,0.926016144
2229,2229,speaker039_0002,speaker039_0002,1,6,1,0.98345405
2230,2230,speaker268_0002,speaker268_0002,1,14,0,0.09604025
2231,2231,speaker092_0000,speaker092_0000,0,7,0,0.99936317955
2232,2232,speaker126_0001,speaker126_0001,1,14,1,0.9149612
2233,2233,speaker291_0000,speaker257_0005,0,209,0,0.9990773875
2234,2234,speaker056_0003,speaker319_0000,0,41,0,0.99936210277
2235,2235,speaker297_0007,speaker297_0007,1,24,1,0.8202346
2236,2236,speaker328_0001,speaker328_0004,0,26,0,0.9986440878
2237,2237,speaker145_0003,speaker145_0003,1,7,1,0.9897997
2238,2238,speaker278_0001,speaker278_0001,0,15,0,0.6052438
2239,2239,speaker148_0001,speaker148_0000,0,76,0,0.99955843095
2240,2240,speaker313_0009,speaker313_0009,1,104,1,0.83568245
2241,2241,speaker146_0002,speaker146_0001,0,87,0,0.991106221
2242,2242,speaker311_0000,speaker311_0001,0,106,0,0.980227502
2243,2243,speaker055_0016,speaker055_0016,1,54,1,0.99532574
2244,2244,speaker166_0010,speaker166_0010,1,142,1,0.91975224
2245,2245,speaker199_0006,speaker199_0001,0,63,0,0.61593327
2246,2246,speaker149_0000,speaker149_0000,1,11,0,0.06000898
2247,2247,speaker267_0001,speaker267_0001,0,29,1,0.06708700000000001
2248,2248,speaker328_0002,speaker328_0002,1,21,1,0.8855798
2249,2249,speaker103_0000,speaker103_0000,1,71,1,0.6239462
2250,2250,speaker201_0011,speaker256_0002,0,65,0,0.984026456
2251,2251,speaker155_0002,speaker055_0045,0,92,0,0.99960041462
2252,2252,speaker272_0000,speaker064_0001,0,116,0,0.911065474
2253,2253,speaker039_0007,speaker039_0007,0,20,0,0.902423754
2254,2254,speaker242_0000,speaker242_0000,1,49,1,0.9828531
2255,2255,speaker232_0002,speaker232_0002,0,23,0,0.99948860647
2256,2256,speaker263_0001,speaker263_0001,1,26,0,0.33406225
2257,2257,speaker164_0003,speaker164_0003,1,0,1,0.9891629
2258,2258,speaker314_0006,speaker159_0000,0,23,0,0.9982732907
2259,2259,speaker205_0000,speaker205_0000,1,2,1,0.9813312
2260,2260,speaker321_0003,speaker321_0002,0,39,0,0.80277184
2261,2261,speaker147_0001,speaker147_0001,1,0,1,0.9894168
2262,2262,speaker196_0000,speaker196_0000,0,25,0,0.7144197999999999
2263,2263,speaker309_0002,speaker309_0002,0,63,0,0.9984223972
2264,2264,speaker168_0001,speaker048_0029,0,21,0,0.972860847
2265,2265,speaker292_0001,speaker292_0000,0,43,0,0.85419038
2266,2266,speaker056_0014,speaker056_0012,0,61,0,0.994765161
2267,2267,speaker196_0000,speaker196_0000,0,36,0,0.9983007871
2268,2268,speaker146_0000,speaker227_0002,0,18,0,0.98298163
2269,2269,speaker064_0001,speaker064_0001,1,11,1,0.72784346
2270,2270,speaker102_0000,speaker102_0000,1,43,1,0.944549
2271,2271,speaker258_0010,speaker258_0010,0,16,0,0.9987972659
2272,2272,speaker196_0000,speaker196_0000,1,39,0,0.09390647
2273,2273,speaker218_0008,speaker218_0008,1,11,1,0.5284389
2274,2274,speaker106_0004,speaker106_0004,1,40,1,0.577
2275,2275,speaker287_0002,speaker287_0002,0,102,1,0.272436
2276,2276,speaker028_0003,speaker028_0003,1,30,1,0.87741256
2277,2277,speaker270_0008,speaker270_0008,1,21,1,0.7117423
2278,2278,speaker135_0001,speaker135_0001,1,7,1,0.98165077
2279,2279,speaker305_0002,speaker305_0002,1,82,0,0.0074342475
2280,2280,speaker282_0000,speaker282_0000,1,67,1,0.7635019
2281,2281,speaker102_0001,speaker102_0001,1,0,1,0.9908996
2282,2282,speaker106_0004,speaker106_0004,0,44,0,0.5501589
2283,2283,speaker148_0001,speaker148_0001,0,18,0,0.9983959876
2284,2284,speaker306_0000,speaker306_0000,0,31,0,0.985491291
2285,2285,speaker061_0024,speaker061_0024,1,15,1,0.7727158
2286,2286,speaker298_0001,speaker298_0001,1,19,1,0.9516111
2287,2287,speaker047_0021,speaker254_0003,0,60,0,0.91518151
2288,2288,speaker004_0012,speaker004_0012,1,114,1,0.61185056
2289,2289,speaker169_0002,speaker169_0001,0,16,0,0.9992683602
2290,2290,speaker014_0000,speaker080_0000,0,20,0,0.992093063
2291,2291,speaker249_0000,speaker249_0000,1,16,1,0.8260073
2292,2292,speaker285_0002,speaker285_0002,0,66,0,0.9994983579
2293,2293,speaker095_0000,speaker095_0000,1,123,1,0.57023364
2294,2294,speaker283_0000,speaker283_0000,0,87,0,0.9987049889
2295,2295,speaker196_0000,speaker196_0000,1,42,1,0.81669873
2296,2296,speaker127_0002,speaker127_0002,1,38,1,0.78451866
2297,2297,speaker141_0002,speaker141_0002,1,18,1,0.9908382
2298,2298,speaker296_0003,speaker296_0003,1,85,1,0.80412513
2299,2299,speaker189_0001,speaker189_0001,1,9,0,0.14298338
2300,2300,speaker052_0003,speaker052_0003,0,19,0,0.95664766
2301,2301,speaker145_0008,speaker145_0008,1,37,1,0.9746881
2302,2302,speaker040_0001,speaker040_0001,1,83,1,0.8916792
2303,2303,speaker261_0000,speaker057_0029,0,23,0,0.99941240967
2304,2304,speaker116_0000,speaker116_0000,1,36,0,0.18619744
2305,2305,speaker134_0001,speaker134_0001,0,63,0,0.9931245637
2306,2306,speaker199_0006,speaker139_0007,0,12,0,0.67242366
2307,2307,speaker184_0001,speaker184_0001,1,27,1,0.9116171
2308,2308,speaker106_0003,speaker106_0003,0,42,0,0.9987886498
2309,2309,speaker138_0018,speaker138_0014,0,37,0,0.6735152600000001
2310,2310,speaker223_0013,speaker223_0013,1,100,1,0.98977184
2311,2311,speaker218_0007,speaker090_0000,0,49,0,0.87060213
2312,2312,speaker318_0001,speaker318_0001,1,6,1,0.9675511
2313,2313,speaker028_0017,speaker028_0017,1,45,1,0.869985
2314,2314,speaker280_0000,speaker280_0000,1,8,1,0.93820626
2315,2315,speaker310_0007,speaker205_0001,0,52,0,0.9987875624
2316,2316,speaker174_0012,speaker174_0012,1,34,1,0.58693403
2317,2317,speaker262_0000,speaker228_0001,0,30,0,0.80593327
2318,2318,speaker267_0001,speaker267_0001,1,48,1,0.835487
2319,2319,speaker166_0018,speaker166_0018,0,134,1,0.419913
2320,2320,speaker285_0004,speaker285_0004,1,52,1,0.7589865
2321,2321,speaker193_0004,speaker193_0004,1,14,0,0.22979215
2322,2322,speaker242_0001,speaker242_0001,1,90,1,0.9745823
2323,2323,speaker193_0002,speaker193_0000,0,34,0,0.9985144795
2324,2324,speaker152_0011,speaker152_0008,0,37,0,0.9991095163
2325,2325,speaker199_0005,speaker199_0005,1,59,1,0.7891441
2326,2326,speaker283_0001,speaker283_0001,1,125,0,0.30790985
2327,2327,speaker077_0000,speaker077_0004,0,127,0,0.9988037053
2328,2328,speaker210_0002,speaker268_0002,0,40,0,0.90894599
2329,2329,speaker076_0003,speaker076_0003,1,110,1,0.9881136
2330,2330,speaker302_0002,speaker302_0004,0,7,0,0.99697296
2331,2331,speaker228_0001,speaker228_0001,0,57,1,0.16506719999999997
2332,2332,speaker314_0005,speaker314_0005,0,93,0,0.99452672
2333,2333,speaker056_0016,speaker028_0013,0,10,0,0.982437585
2334,2334,speaker258_0019,speaker230_0005,0,32,0,0.64904195
2335,2335,speaker263_0001,speaker263_0001,1,8,0,0.21075526
2336,2336,speaker056_0019,speaker056_0019,1,78,1,0.6148786
2337,2337,speaker049_0000,speaker224_0000,0,46,0,0.9987514392
2338,2338,speaker280_0002,speaker280_0002,1,65,0,0.25439784
2339,2339,speaker198_0003,speaker164_0004,0,19,0,0.9984493181
2340,2340,speaker048_0011,speaker048_0011,1,21,1,0.85551935
2341,2341,speaker049_0073,speaker049_0073,0,46,0,0.99958562193
2342,2342,speaker256_0002,speaker256_0002,1,6,1,0.9901533
2343,2343,speaker299_0005,speaker299_0005,1,99,1,0.8167149
2344,2344,speaker139_0008,speaker139_0008,0,11,1,0.27650476
2345,2345,speaker196_0000,speaker196_0000,1,12,1,0.7114677
2346,2346,speaker102_0000,speaker102_0001,0,70,0,0.9996288284
2347,2347,speaker319_0002,speaker077_0005,0,153,0,0.99958021086
2348,2348,speaker069_0003,speaker069_0003,1,30,1,0.5347639
2349,2349,speaker134_0002,speaker134_0002,0,9,0,0.99902718805
2350,2350,speaker191_0031,speaker191_0031,1,135,1,0.6885114
2351,2351,speaker199_0004,speaker199_0004,1,34,0,0.25288922
2352,2352,speaker028_0007,speaker028_0007,0,8,0,0.9993745914
2353,2353,speaker077_0006,speaker077_0006,1,39,0,0.47266942
2354,2354,speaker184_0003,speaker113_0000,0,38,0,0.99944037857
2355,2355,speaker191_0019,speaker191_0019,0,110,1,0.4897076
2356,2356,speaker185_0002,speaker185_0002,1,8,1,0.92592984
2357,2357,speaker218_0007,speaker218_0007,0,36,0,0.9988758233
2358,2358,speaker199_0006,speaker199_0003,0,35,0,0.99916284496
2359,2359,speaker218_0007,speaker287_0002,0,40,0,0.972716726
2360,2360,speaker155_0003,speaker155_0001,0,19,0,0.894670576
2361,2361,speaker273_0007,speaker272_0001,0,5,0,0.9993020222
2362,2362,speaker207_0002,speaker207_0002,1,48,1,0.95979255
2363,2363,speaker014_0008,speaker014_0008,1,40,1,0.99643546
2364,2364,speaker094_0007,speaker094_0007,0,51,0,0.99948318116
2365,2365,speaker169_0005,speaker169_0001,0,2,1,0.017240900000000003
2366,2366,speaker040_0007,speaker040_0007,1,188,1,0.5106623
2367,2367,speaker064_0001,speaker064_0001,1,9,1,0.8266681
2368,2368,speaker092_0001,speaker138_0011,0,60,0,0.976893416
2369,2369,speaker313_0004,speaker313_0008,0,133,0,0.9990512914
2370,2370,speaker273_0005,speaker273_0007,0,41,0,0.6932756600000001
2371,2371,speaker004_0033,speaker004_0012,0,63,0,0.55189067
2372,2372,speaker016_0006,speaker016_0006,1,21,0,0.32971743
2373,2373,speaker095_0000,speaker095_0000,1,31,1,0.79554296
2374,2374,speaker014_0015,speaker014_0015,0,62,0,0.925073996
2375,2375,speaker080_0000,speaker080_0000,0,8,0,0.99955324066
2376,2376,speaker314_0001,speaker314_0001,1,168,1,0.9503562
2377,2377,speaker004_0028,speaker004_0020,0,5,0,0.9993336887
2378,2378,speaker205_0000,speaker205_0001,0,77,0,0.995257297
2379,2379,speaker166_0012,speaker166_0012,1,109,0,0.22107184
2380,2380,speaker228_0001,speaker247_0003,0,87,0,0.9992629041
2381,2381,speaker187_0000,speaker187_0000,1,13,0,0.3512169
2382,2382,speaker210_0001,speaker210_0000,0,87,0,0.5490185000000001
2383,2383,speaker280_0001,speaker148_0000,0,145,0,0.9972426111
2384,2384,speaker064_0001,speaker234_0017,0,3,0,0.9995433109
2385,2385,speaker184_0014,speaker184_0014,1,33,1,0.80096054
2386,2386,speaker187_0000,speaker187_0000,1,9,1,0.8697367
2387,2387,speaker302_0000,speaker302_0003,0,2,0,0.99951342848
2388,2388,speaker164_0006,speaker164_0006,1,12,1,0.8205127
2389,2389,speaker306_0002,speaker263_0000,0,149,0,0.9989164163
2390,2390,speaker303_0005,speaker303_0005,1,100,1,0.62190735
2391,2391,speaker300_0001,speaker300_0000,0,47,0,0.75027561
2392,2392,speaker188_0000,speaker188_0004,0,45,1,0.40008469999999996
2393,2393,speaker249_0000,speaker249_0000,1,1,1,0.9796804
2394,2394,speaker148_0000,speaker148_0001,0,7,0,0.9995943917
2395,2395,speaker287_0003,speaker223_0036,0,59,0,0.8922512300000001
2396,2396,speaker247_0011,speaker247_0001,0,9,0,0.9994026572
2397,2397,speaker094_0010,speaker227_0003,0,9,0,0.989917874
2398,2398,speaker006_0004,speaker006_0018,0,19,0,0.982539617
2399,2399,speaker005_0020,speaker005_0017,0,26,0,0.75065696
2400,2400,speaker018_0020,speaker018_0019,0,10,0,0.6650869500000001
2401,2401,speaker272_0001,speaker278_0000,0,4,1,0.33519980000000005
2402,2402,speaker069_0000,speaker069_0003,0,58,0,0.988177461
2403,2403,speaker068_0005,speaker068_0005,1,71,1,0.875311
2404,2404,speaker090_0000,speaker090_0000,1,7,1,0.99458015
2405,2405,speaker136_0000,speaker136_0000,0,16,0,0.9985651892
2406,2406,speaker055_0046,speaker055_0046,1,31,1,0.961704
2407,2407,speaker152_0002,speaker152_0003,0,10,0,0.9975956185
2408,2408,speaker138_0022,speaker138_0022,1,77,1,0.88538796
2409,2409,speaker197_0006,speaker066_0013,0,39,1,0.28212625
2410,2410,speaker299_0004,speaker299_0002,0,73,0,0.8104747
2411,2411,speaker110_0000,speaker110_0000,0,9,0,0.975600863
2412,2412,speaker280_0001,speaker280_0001,0,117,0,0.66183868
2413,2413,speaker152_0008,speaker309_0004,0,6,0,0.99948149256
2414,2414,speaker314_0005,speaker314_0007,0,62,0,0.9969321708
2415,2415,speaker274_0015,speaker274_0015,1,134,1,0.95466524
2416,2416,speaker218_0008,speaker218_0007,0,10,0,0.91090898
2417,2417,speaker234_0034,speaker234_0034,1,57,1,0.9549579
2418,2418,speaker227_0001,speaker227_0001,1,50,1,0.93639314
2419,2419,speaker071_0001,speaker071_0001,1,70,0,0.40348703
2420,2420,speaker278_0000,speaker278_0000,1,26,1,0.6092474
2421,2421,speaker145_0003,speaker145_0003,1,115,1,0.75121266
2422,2422,speaker111_0004,speaker111_0004,1,21,1,0.96440846
2423,2423,speaker205_0000,speaker205_0000,0,40,0,0.997212983
2424,2424,speaker278_0000,speaker278_0000,1,21,1,0.70391536
2425,2425,speaker235_0000,speaker235_0000,0,12,0,0.998913349
2426,2426,speaker066_0003,speaker066_0003,0,12,0,0.9986926654
2427,2427,speaker139_0004,speaker139_0004,0,18,0,0.9988627676
2428,2428,speaker006_0004,speaker006_0006,0,30,0,0.99940502545
2429,2429,speaker319_0000,speaker319_0001,0,282,0,0.99915751466
2430,2430,speaker073_0000,speaker073_0000,1,122,1,0.78212214
2431,2431,speaker258_0007,speaker062_0003,0,57,0,0.9980746515
2432,2432,speaker169_0002,speaker169_0003,0,10,0,0.8051949899999999
2433,2433,speaker057_0029,speaker057_0029,1,87,1,0.84080833
2434,2434,speaker264_0001,speaker264_0001,1,25,1,0.8308259
2435,2435,speaker210_0002,speaker210_0002,0,72,0,0.99949420796
2436,2436,speaker069_0002,speaker069_0002,1,1,1,0.9820654
2437,2437,speaker314_0000,speaker314_0000,1,103,1,0.66135746
2438,2438,speaker016_0009,speaker256_0001,0,42,0,0.998009718
2439,2439,speaker199_0006,speaker199_0006,1,69,0,0.025390392
2440,2440,speaker232_0003,speaker232_0003,1,10,1,0.79496646
2441,2441,speaker328_0004,speaker328_0004,1,71,1,0.9071348
2442,2442,speaker185_0009,speaker208_0028,0,9,0,0.74102512
2443,2443,speaker134_0005,speaker134_0005,1,31,1,0.98229665
2444,2444,speaker306_0001,speaker306_0003,0,138,0,0.85711753
2445,2445,speaker268_0002,speaker268_0002,1,6,1,0.97933906
2446,2446,speaker163_0004,speaker163_0004,0,88,0,0.6192107
2447,2447,speaker212_0026,speaker254_0003,0,3,0,0.9993673174
2448,2448,speaker049_0027,speaker232_0000,0,23,0,0.9993011527
2449,2449,speaker227_0001,speaker227_0001,1,3,1,0.9320658
2450,2450,speaker313_0009,speaker313_0005,0,6,0,0.99949541833
2451,2451,speaker204_0002,speaker204_0002,1,18,1,0.94902
2452,2452,speaker169_0002,speaker278_0001,0,32,0,0.5312996
2453,2453,speaker139_0007,speaker139_0007,1,19,0,0.1658235
2454,2454,speaker234_0008,speaker234_0008,1,51,1,0.97741836
2455,2455,speaker074_0019,speaker074_0019,1,22,1,0.93829566
2456,2456,speaker141_0002,speaker141_0002,1,20,1,0.9911537
2457,2457,speaker292_0006,speaker292_0006,0,171,0,0.99927282287
2458,2458,speaker191_0024,speaker191_0031,0,24,0,0.71532252
2459,2459,speaker297_0003,speaker297_0003,1,85,1,0.9160341
2460,2460,speaker136_0001,speaker055_0040,0,46,0,0.9969232478
2461,2461,speaker264_0004,speaker264_0004,1,156,1,0.98923296
2462,2462,speaker185_0007,speaker185_0007,1,4,1,0.9493305
2463,2463,speaker139_0002,speaker139_0002,1,20,0,0.18388358
2464,2464,speaker282_0002,speaker282_0002,1,30,1,0.8333072
2465,2465,speaker155_0003,speaker155_0003,1,32,1,0.9921925
2466,2466,speaker295_0000,speaker295_0000,0,138,0,0.84191957
2467,2467,speaker267_0000,speaker267_0000,1,50,1,0.57119095
2468,2468,speaker047_0020,speaker047_0020,0,0,0,0.99964400847
2469,2469,speaker056_0011,speaker056_0011,1,30,1,0.9923748
2470,2470,speaker319_0000,speaker319_0000,1,193,1,0.8268547
2471,2471,speaker319_0000,speaker319_0000,1,219,1,0.94923764
2472,2472,speaker111_0004,speaker111_0004,1,103,0,0.16491851
2473,2473,speaker291_0002,speaker291_0002,1,44,0,0.17695852
2474,2474,speaker287_0002,speaker287_0002,1,103,1,0.9377894
2475,2475,speaker246_0001,speaker246_0001,1,111,1,0.55339026
2476,2476,speaker309_0000,speaker309_0000,1,35,1,0.9006458
2477,2477,speaker223_0038,speaker184_0000,0,73,0,0.80817176
2478,2478,speaker328_0003,speaker328_0003,1,143,1,0.5549958
2479,2479,speaker328_0004,speaker328_0004,1,112,1,0.647484
2480,2480,speaker254_0002,speaker254_0002,0,39,1,0.44212549999999995
2481,2481,speaker061_0010,speaker061_0010,1,95,1,0.8719369
2482,2482,speaker005_0004,speaker272_0001,0,29,1,0.25194114
2483,2483,speaker064_0001,speaker064_0001,1,55,1,0.8393104
2484,2484,speaker263_0001,speaker263_0001,1,25,1,0.63725466
2485,2485,speaker076_0003,speaker076_0003,1,42,0,0.3853444
2486,2486,speaker292_0000,speaker292_0000,1,61,1,0.89469767
2487,2487,speaker141_0001,speaker141_0001,1,78,1,0.9822094
2488,2488,speaker218_0006,speaker218_0009,0,71,0,0.98259274
